mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2
TW_6965,B. Campaña,C. Politics,6b. Referencia positiva (partido),6a. Referencia positiva (cand. presidencial)
TW_26997,D. Otros,A. Programático,8. Interacción con usuarios | 1a. Programática - Postura,1a. Programática - Postura
TW_6642,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_14222,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
FB_1721,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_2748,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_10861,A. Programático,C. Politics,1a. Programática - Postura,6d. Referencia positiva (gobierno)
TW_22245,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_774,C. Politics,B. Campaña,6f. Referencia positiva (otros),4. Endorsements | 1b. Programática - Propuesta
FB_5777,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
FB_2615,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura | 3. Movilización de recursos
TW_10019,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1b. Programática - Propuesta
FB_449,D. Otros,A. Programático,10. Aparición en medios | 1b. Programática - Propuesta,1b. Programática - Propuesta | 10. Aparición en medios
TW_25819,D. Otros,D. Otros,7a. Personal (trivial),8. Interacción con usuarios
TW_9174,D. Otros,NA,7a. Personal (trivial),
TW_7146,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1b. Programática - Propuesta | 6a. Referencia positiva (cand. presidencial)
TW_9458,B. Campaña,B. Campaña,4. Endorsements,4. Endorsements
TW_22934,D. Otros,NA,8. Interacción con usuarios,
TW_14166,D. Otros,D. Otros,8. Interacción con usuarios | 1a. Programática - Postura,8. Interacción con usuarios
TW_26836,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6f. Referencia positiva (otros)
FB_8359,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_13272,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos
FB_6393,C. Politics,D. Otros,6f. Referencia positiva (otros),7a. Personal (trivial)
TW_23836,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3213,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
FB_173,A. Programático,A. Programático,1a. Programática - Postura | 6a. Referencia positiva (cand. presidencial),1a. Programática - Postura | 6a. Referencia positiva (cand. presidencial)
TW_20480,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_2922,B. Campaña,B. Campaña,6f. Referencia positiva (otros),2. Eventos de campaña
TW_10082,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_10044,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
FB_1985,NA,B. Campaña,,2. Eventos de campaña
TW_12036,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
TW_21376,D. Otros,B. Campaña,9. Utilidad pública,2. Eventos de campaña
TW_22421,A. Programático,C. Politics,1a. Programática - Postura,9. Utilidad pública
TW_3571,B. Campaña,B. Campaña,10. Aparición en medios,2. Eventos de campaña
FB_5906,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_959,B. Campaña,A. Programático,2. Eventos de campaña | 1a. Programática - Postura,1a. Programática - Postura
FB_2419,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_1509,C. Politics,C. Politics,5a. Ataque (personal),5b. Ataque (global)
TW_5731,D. Otros,B. Campaña,9. Utilidad pública | 6d. Referencia positiva (gobierno),2. Eventos de campaña
TW_3806,B. Campaña,B. Campaña,10. Aparición en medios,2. Eventos de campaña
FB_6656,A. Programático,C. Politics,1b. Programática - Propuesta,5b. Ataque (global) | 1a. Programática - Postura
TW_2909,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_13310,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña
TW_22763,NA,C. Politics,,6a. Referencia positiva (cand. presidencial)
TW_11810,A. Programático,C. Politics,1a. Programática - Postura,6b. Referencia positiva (partido)
TW_13643,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
FB_2283,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
TW_5273,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
FB_1463,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_22025,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global)
TW_1750,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_4636,B. Campaña,D. Otros,3. Movilización de recursos,9. Utilidad pública
TW_18704,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_15646,B. Campaña,D. Otros,4. Endorsements,8. Interacción con usuarios
TW_13700,C. Politics,C. Politics,5c. Ataque (otros),9. Utilidad pública
TW_6298,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_23149,D. Otros,B. Campaña,7b. Personal (aptitudes),10. Aparición en medios
TW_16284,NA,A. Programático,,1a. Programática - Postura
TW_14250,C. Politics,C. Politics,5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_13613,C. Politics,D. Otros,4. Endorsements,8. Interacción con usuarios
FB_5487,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10174,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_22554,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_25596,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
TW_25975,D. Otros,D. Otros,N/A (imposible de determinar),8. Interacción con usuarios
TW_1292,A. Programático,A. Programático,1a. Programática - Postura | 1b. Programática - Propuesta,1a. Programática - Postura | 8. Interacción con usuarios
TW_10012,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_7757,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios | 1a. Programática - Postura
TW_5913,B. Campaña,D. Otros,4. Endorsements,8. Interacción con usuarios
FB_8996,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_7952,B. Campaña,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_4452,C. Politics,A. Programático,6d. Referencia positiva (gobierno),1a. Programática - Postura
TW_15280,C. Politics,C. Politics,4. Endorsements,4. Endorsements
TW_17689,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_5484,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña
FB_6403,C. Politics,B. Campaña,6c. Referencia positiva (coalición) | 1a. Programática - Postura,3. Movilización de recursos
TW_175,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_1664,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_746,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10193,A. Programático,A. Programático,1a. Programática - Postura | 10. Aparición en medios,1a. Programática - Postura
TW_5294,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña
FB_2905,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_129,C. Politics,B. Campaña,6c. Referencia positiva (coalición),2. Eventos de campaña
TW_24250,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
FB_1456,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_18536,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_23955,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
FB_4471,B. Campaña,B. Campaña,10. Aparición en medios | 3. Movilización de recursos,10. Aparición en medios
TW_4751,C. Politics,D. Otros,5b. Ataque (global),N/A (imposible de determinar)
TW_3678,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_17874,D. Otros,D. Otros,9. Utilidad pública,10. Aparición en medios
FB_2739,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 1b. Programática - Propuesta
FB_9513,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_24186,C. Politics,C. Politics,6e. Referencia positiva (comp. lista),6e. Referencia positiva (comp. lista) | 1b. Programática - Propuesta
FB_7496,B. Campaña,B. Campaña,4. Endorsements,2. Eventos de campaña
TW_17549,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_11653,D. Otros,C. Politics,9. Utilidad pública,6d. Referencia positiva (gobierno)
TW_11150,A. Programático,B. Campaña,1a. Programática - Postura | 6f. Referencia positiva (otros),2. Eventos de campaña
TW_16777,A. Programático,C. Politics,1a. Programática - Postura,6f. Referencia positiva (otros)
TW_25744,D. Otros,A. Programático,8. Interacción con usuarios | 1a. Programática - Postura,1b. Programática - Propuesta
FB_8173,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial)
TW_18020,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
FB_8178,A. Programático,C. Politics,1a. Programática - Postura,4. Endorsements
TW_10124,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_7086,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial),8. Interacción con usuarios
TW_1253,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_5376,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_6008,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
FB_760,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10693,D. Otros,D. Otros,N/A (imposible de determinar),8. Interacción con usuarios
TW_6160,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_8349,D. Otros,B. Campaña,9. Utilidad pública,2. Eventos de campaña
TW_22118,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_3863,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_26619,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
FB_4408,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_9461,D. Otros,D. Otros,7b. Personal (aptitudes),7b. Personal (aptitudes)
TW_11822,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_821,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_15472,B. Campaña,D. Otros,4. Endorsements,10. Aparición en medios
TW_5407,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_16887,A. Programático,A. Programático,1a. Programática - Postura | 6b. Referencia positiva (partido),1a. Programática - Postura
TW_21440,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_4785,D. Otros,C. Politics,8. Interacción con usuarios,5a. Ataque (personal)
FB_5999,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_5997,NA,B. Campaña,,10. Aparición en medios
TW_20694,C. Politics,D. Otros,6b. Referencia positiva (partido),9. Utilidad pública
TW_21062,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno)
TW_16893,B. Campaña,B. Campaña,2. Eventos de campaña,4. Endorsements
TW_7168,A. Programático,A. Programático,1b. Programática - Propuesta | 7b. Personal (aptitudes),1a. Programática - Postura
TW_9194,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_20653,C. Politics,B. Campaña,6b. Referencia positiva (partido),3. Movilización de recursos
FB_4205,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_13528,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_591,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_11863,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_21351,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_25520,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_1848,D. Otros,D. Otros,7a. Personal (trivial) | 5c. Ataque (otros),9. Utilidad pública
TW_7242,D. Otros,D. Otros,7a. Personal (trivial),6f. Referencia positiva (otros)
TW_5290,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_7424,C. Politics,NA,6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura,
TW_4958,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_26408,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_8701,D. Otros,D. Otros,N/A (imposible de determinar),7a. Personal (trivial)
TW_16963,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_493,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
FB_5200,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_493,A. Programático,C. Politics,1a. Programática - Postura | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_9423,B. Campaña,B. Campaña,4. Endorsements,7a. Personal (trivial)
TW_8442,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
TW_13483,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_5537,C. Politics,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_3420,D. Otros,D. Otros,N/A (imposible de determinar),8. Interacción con usuarios
FB_9292,B. Campaña,B. Campaña,2. Eventos de campaña | 1a. Programática - Postura,2. Eventos de campaña
TW_2486,C. Politics,A. Programático,6f. Referencia positiva (otros),1a. Programática - Postura
TW_24850,B. Campaña,B. Campaña,10. Aparición en medios,3. Movilización de recursos
TW_16666,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_21095,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6166,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_26657,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
TW_11918,D. Otros,C. Politics,6f. Referencia positiva (otros),6c. Referencia positiva (coalición)
TW_13958,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido)
TW_4719,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial)
FB_7649,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial)
FB_1132,A. Programático,B. Campaña,1a. Programática - Postura,3. Movilización de recursos
FB_1279,D. Otros,D. Otros,N/A (imposible de determinar),9. Utilidad pública
TW_5454,A. Programático,B. Campaña,1a. Programática - Postura | 1b. Programática - Propuesta,3. Movilización de recursos
TW_6522,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_3523,C. Politics,D. Otros,4. Endorsements,4. Endorsements
TW_26885,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_6317,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_6584,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
TW_20188,D. Otros,B. Campaña,8. Interacción con usuarios | 2. Eventos de campaña,2. Eventos de campaña
FB_4980,A. Programático,B. Campaña,1a. Programática - Postura,3. Movilización de recursos
TW_7929,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_8584,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_16351,NA,C. Politics,,6b. Referencia positiva (partido)
TW_8832,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido)
